index,trading_name,latitude,longitude,Address
232,E O'reilly,54.07309009999999,-7.083869200000001,"27 Bridge St, Drumaveil North, Cootehill, Co. Cavan, H16 RT92, Ireland"
233,Farnham Arms Hotel,53.99127799999999,-7.360043,"Main, Street, Cavan, H12 Y6E4, Ireland"
234,Arthurs Bar,53.343154,-6.281616,"28 Thomas St, Ushers, Dublin, Ireland"
236,Lees,54.1166597,-7.583624200000001,"R205, Doon, Co. Cavan, Ireland"
240,Fitzpatricks Tavern,53.8731771,-7.534035899999999,"Loch Gowna Main street, Cavan, Ireland"
242,The Lawn,54.1016935,-7.4458,"9 The Lawn, Corporation Lands, Belturbet, Co. Cavan, H14 K573, Ireland"
243,Kelly's,54.0157047,-7.529079299999999,"Main St, Portaliff Glebe, Killashandra, Co. Cavan, Ireland"
244,Cabra Castle,53.91373309999999,-6.7745750000000005,"Carrickmacross Rd, Cormey, Kingscourt, Co. Cavan, A82 EC64, Ireland"
246,The Cosy Bar,54.1011073,-7.445819,"7 Upper Bridge St, Corporation Lands, Belturbet, Co. Cavan, Ireland"
247,Tyrrell's,53.8113652,-6.944518,"Main St, Rosehill, Mullagh, Co. Cavan, Ireland"
249,The West End Bar,54.0729814,-7.0831615,"20 Bridge St, Drumaveil North, Co. Cavan, Ireland"
251,Jp's Bar And Lounge,53.98946669999999,-7.3602849,"57 Main St, Townparks, Cavan, Ireland"
254,Failte,53.9159193,-6.9691957,"Main St, Tanderagee, Bailieborough, Co. Cavan, Ireland"
255,The Derragarra Inn,54.0429804,-7.375216399999998,"Derragarra Inn, Derrygarra Lower, Butlers Bridge, Co. Cavan, Ireland"
256,The New York Bar,53.991858,-7.359743,"Unit 1, Convent Buildin, 12 Main St, Abbeyland, Cavan, Ireland"
260,Macgabhainns Bar,53.83432029999999,-7.081275,"Main St, Rahardrum, Virginia, Co. Cavan, Ireland"
263,The Lakeside Manor,53.818731,-7.05363,"Dublin Road, Virginia, Co. Cavan, Ireland"
264,The Square Bar,53.9156708,-6.9682185,"Market Square, Tanderagee, Bailieborough, Co. Cavan, Ireland"
267,Hall's,53.91665920000001,-6.9708232,"The Medical Hall, Main St, Beckscourt, Bailieborough, Co. Cavan, Ireland"
268,The Slieve Rossa,53.989666,-7.3633199,"Rossa Pl, Cavan, Ireland"
269,Shercock House,53.9954834,-6.8993158,"Market House, Main St, Lisdrumskea, Shercock, Co. Cavan, Ireland"
272,John Joe Lynch,53.8115204,-6.946396099999999,"Main St, Mullagh, Co. Cavan, Ireland"
274,Enagh House,53.83779,-7.073875999999999,"Bailieboro Road, Virginia, Co. Cavan, Rahardrum, Cavan, Ireland"
275,The Orchard,54.0015756,-7.3539496,"Drumalee, Co. Cavan, Ireland"
276,Donohoe,54.11657599999999,-7.583209999999999,"The Conall Building, Main St, Doon, Ballyconnell, Co. Cavan, Ireland"
281,The Silver Dove Bar,53.78711999999999,-7.053179800000001,"Ryefield, Moate, Co. Cavan, Ireland"
282,"T/a Pius, Polo Grounds Pub",53.8622042,-7.3211072999999995,"Tonylion, Co. Cavan, Ireland"
283,M And F's Bar,53.905797,-6.8052231,"41 Main St, Lisasturrin, Co. Cavan, Ireland"
284,The Top Of The Town,53.988269,-7.3603893,"James Connolly St, Townparks, Cavan, Ireland"
286,O'mahony's,53.9949614,-6.8978239,"Main St, Lisdrumskea, Shercock, Co. Cavan, Ireland"
288,Gartlans,53.90712689999999,-6.8050342,"5 Lower Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
289,The Meadowview Lounge,53.9835758,-7.3461921000000014,"Dublin Rd, Tirquin, Cavan, Ireland"
293,The Harbour,54.1027032,-7.4400349000000014,"Morrissey Park, Corporation Lands, Belturbet, Co. Cavan, Ireland"
299,The High Stool,53.863716,-7.2069763,"Anne St, Cornahilt, Ballyjamesduff, Co. Cavan, Ireland"
300,The Lavey Inn,53.9667038,-7.2292686,"Knockanoark, Co. Cavan, Ireland"
301,White Horse Hotel,54.07501569999999,-7.0801561,"Market St Market St, Killycramph, Cootehill, Co. Cavan, H16 NP73, Ireland"
303,Burns,53.9947712,-6.8971710999999996,"27 Main St Lisdrumskea Shercock Co. Cavan A81 Y298 Main St, Lisdrumskea, Shercock, Co. Cavan, A81 Y298, Ireland"
304,Murtagh's Pub,53.9053708,-6.8051046,"98 Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
305,Bradys,53.9908662,-7.360204199999999,"Main St, Abbeyland, Cavan, Ireland"
306,Gilsenans,54.01336389999999,-7.527651799999998,"Main St, Portaliff Glebe, Killashandra, Co. Cavan, Ireland"
310,Sheridans Pub,53.77693840000001,-7.5012256000000015,"Granard, Co. Longford, Ireland"
311,Mccaffrey's,54.0996679,-7.320118,"Redhill Demesne, Co. Cavan, Ireland"
312,The Castle Inn,53.9159598,-6.968588899999999,"Market Square, Tanderagee, Bailieborough, Co. Cavan, Ireland"
313,The Goal Post,53.9236832,-7.582612200000001,"Main St, Arvagh, Co. Cavan, Ireland"
315,Mullens,54.0740752,-7.0809916,"32 Market St, Drumaveil North, Cootehill, Co. Cavan, Ireland"
316,Murtaghs,53.91619979999999,-6.969980199999999,"26 Main St, Tanderagee, Bailieborough, Co. Cavan, A82 EV76, Ireland"
317,Clarkes Corner Bar,53.9053708,-6.8051046,"98 Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
318,The Seven Horse Shoes Hotel,54.1008667,-7.444041299999999,"12 Main St, Corporation Lands, Belturbet, Co. Cavan, Ireland"
319,Glan Bar,54.1921467,-7.892649100000001,"Tullytiernan, Glangevlin, Co. Cavan, Ireland"
320,Blessings,53.9916654,-7.3601009999999985,"92 Main St, Abbeyland, Cavan, Ireland"
321,The Ramor Lodge Hotel,53.833863,-7.080184099999999,"5 Main St, Rahardrum, Virginia, Co. Cavan, A82 N9X7, Ireland"
322,The Bellamori Arms,54.07359659999999,-7.0808743,"43 Market St, Drumaveil North, Cootehill, Co. Cavan, H16 AK74, Ireland"
324,The Royal Bar,53.8645112,-7.2050786,"Stradone St, Cornahilt, Ballyjamesduff, Co. Cavan, Ireland"
326,F Maguire,54.2914304,-7.8765719,"Main St, Tuam, Blacklion, Co. Cavan, Ireland"
327,Brady's,53.9908662,-7.360204199999999,"Main St, Abbeyland, Cavan, Ireland"
328,Dunne's Bar,53.9456242,-8.0955126,"Main St, Townparks, Carrick-On-Shannon, Co. Leitrim, Ireland"
329,Mccauls,53.98985279999999,-7.361252500000001,"10 Bridge St, Abbeyland, Cavan, Ireland"
330,Freeman's,53.9049519,-6.8047508,"Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
332,The Widows Bar,54.1008834,-7.443847399999999,"Main St, Corporation Lands, Co. Cavan, Ireland"
334,Crowes Corner,53.86443149999999,-7.2062225,"Dublin St, Cornahilt, Ballyjamesduff, Co. Cavan, Ireland"
335,Lynchs Bar,53.27661999999999,-7.495196999999999,"Kilbride St, Puttaghan, Tullamore, Co. Offaly, Ireland"
336,The Hillside Tavern,,,
338,Glann Bar And Lounge,53.8374919,-7.4338878,"Mullaghoran, Co. Cavan, Ireland"
340,Hughies,54.0520095,-7.804125099999999,"Main St, Cannaboe, Ballinamore, Co. Leitrim, Ireland"
341,The Woodford Arms,54.11594789999999,-7.5834017,"Bridge St, Cullyleenan, Ballyconnell, Co. Cavan, Ireland"
342,The Brewery,53.92378,-7.5845533,"R198, Drumnawall, Co. Cavan, Ireland"
343,The Brandywell Bar,54.11685139999999,-7.583253999999998,"R205, Doon, Co. Cavan, Ireland"
344,Colm's Bar,53.85825879999999,-7.2036906,"Oldcastle Rd, Ballyjamesduff, Co. Cavan, Ireland"
345,The Stables Bar,54.1940237,-7.704355399999999,"Main St, Swanlinbar, Co. Cavan, Ireland"
348,Shamrock Inn,54.01336389999999,-7.527651799999998,"Main St, Portaliff Glebe, Killashandra, Co. Cavan, Ireland"
349,Flynns Bar,54.102111,-7.450875999999999,"Kilconny, Ballyconnell Road, Belturbet, Co. Cavan, Ireland"
350,Lizzies,54.11730009999999,-7.586307399999999,"Church St, Doon, Ballyconnell, Co. Cavan, Ireland"
351,The Dugout,54.2909805,-7.874738299999999,"An Bonnán Buí Way, Tuam, Blacklion, Co. Cavan, Ireland"
352,The Tank,53.9308565,-7.3212726,"Denncross, Carrickaboy, Co. Cavan, Ireland"
354,Malones Bar,53.9044515,-6.804848199999999,"Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
355,Whites,53.8737878,-7.533784,"1 Lough View, Loch Gowna, Co. Cavan, H12 HD98, Ireland"
356,Lynch's,53.9241134,-7.583031399999999,"Pound St, Drumalt, Arvagh, Co. Cavan, Ireland"
358,The Shantully Inn,53.953361,-7.434547899999999,"Shantully, Crossdoney, Co. Cavan, Ireland"
360,Ballymac Inn,54.06122999999999,-7.737891400000001,"Garadice, Co. Leitrim, Ireland"
361,Kangley's Pub,53.91687659999999,-6.9708872,"Main St, Beckscourt, Bailieborough, Co. Cavan, Ireland"
362,Rocks Of Bawn,53.957349,-7.434313,"The Rocks, Crossdoney, Co. Cavan, Ireland"
363,Caseys Steak Bar,53.932216,-7.408003,"Main St, Bellananagh, Ballinagh, Co. Cavan, Ireland"
364,The Bridge Inn,53.8333977,-7.267089299999999,"Kilbride, Co. Cavan, Ireland"
365,The Whistlestop,53.8348337,-7.0823719,"5 Main St, Rahardrum, Virginia, Co. Cavan, A82 N9X7, Ireland"
366,The Shannon House,54.1900827,-8.0162777,"Dowra, Co. Cavan, Ireland"
369,The Duckin Stool,54.1008355,-7.444153699999999,"Main St, Corporation Lands, Belturbet, Co. Cavan, Ireland"
370,The Wishing Well,53.906175,-6.80483,"Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
372,Donohoes Lounge Bar,53.9053708,-6.8051046,"98 Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
373,M. Giles And Sons,53.9153971,-6.969545999999999,"Barrack St, Tanderagee, Bailieborough, Co. Cavan, Ireland"
374,Loughbawn Hotel,54.0137769,-7.5281641000000015,"Main St, Portaliff Glebe, Killeshandra, Co. Cavan, Ireland"
375,High Ball Inn,54.0452119,-7.3769588,"Derrygarra Lower, Butlers Bridge, Co. Cavan, Ireland"
376,Reasons,53.86360819999999,-7.208035000000001,"Granard St, Cornahilt, Ballyjamesduff, Co. Cavan, Co. Cavan, Ireland"
377,Brady Brothers,54.0473393,-7.3155094,"Raheg, Ballyhaise, Co. Cavan, Ireland"
378,Maura's Bar,53.9887393,-7.360616299999999,"86 Main St, Townparks, Cavan, H12 P2K2, Ireland"
380,Boylans Bar And Lounge,53.85724370000001,-6.5400658,"29 Market St, Cappocksgreen, Ardee, Co. Louth, Ireland"
381,Feehans Pub,54.11892030000001,-7.7478236,"R202, Muineal, Co. Cavan, Ireland"
382,The White Star,53.9903947,-7.3602712000000015,"Main St, Abbeyland, Cavan, Ireland"
383,Kiernan,53.8401977,-7.369859099999999,"Aghakilmore, Callowhill, Co. Cavan, Ireland"
385,Paddy O'leary,54.0728307,-7.0828685,"14 Bridge St, Drumaveil North, Cootehill, Co. Cavan, Ireland"
386,Mcginnity's Bar,53.98946129999999,-7.363038899999999,"1 Rossa Pl, Townparks, Cavan, Ireland"
387,Royal Hotel,54.0137769,-7.5281641000000015,"Main St, Portaliff Glebe, Killeshandra, Co. Cavan, Ireland"
388,Fitzsimons,53.345569,-6.265124999999999,"21/22 Wellington Quay, Temple Bar, Dublin, Ireland"
391,Delaneys Bar,53.9884581,-7.360399999999999,"James Connolly St, Townparks, Cavan, Ireland"
392,Con J.smith,54.0452119,-7.3769588,"Derrygarra Lower, Butlers Bridge, Co. Cavan, Ireland"
393,Cheers Bar,53.8634862,-7.2081737,"Anne St, Co. Cavan, Ireland"
394,The Kesh Bar,53.9757264,-7.352611800000001,"Gortnakesh, Co. Cavan, Ireland"
396,Sean Mcbrien Connolly's Bar,54.0751309,-7.0859659,"Bridge St, Cootehill, Co. Cavan, Ireland"
397,Kittys,53.9894712,-7.360575099999999,"Main St, Townparks, Cavan, Ireland"
401,James Matthews,53.8347744,-7.082624999999999,"Main St, Rahardrum, Virginia, Co. Cavan, Ireland"
402,Village Inn,54.0499569,-7.1448497,"Cornabraher, Tullyvin, Co. Cavan, Ireland"
403,Fox's,53.91696349999999,-6.9705623,"Main St, Beckscourt, Bailieborough, Co. Cavan, Ireland"
406,Bradys,53.93182400000001,-7.407273999999999,"Main St, Bellananagh, Ballinagh, Co. Cavan, Ireland"
407,Mcmahons Cafe Bar,53.9910112,-7.360177299999998,"97 Main St, Abbeyland, Cavan, Ireland"
408,The Railway Bar,54.100623,-7.444873,"No, 4 The Diamond, Belturbet, Co. Cavan, Ireland"
409,Killians Lodge Hotel,53.8113453,-6.9454036,"Main St, Rosehill, Mullagh, Co. Cavan, Ireland"
413,Drumlane Bar,54.100623,-7.444873,"No, 4 The Diamond, Belturbet, Co. Cavan, Ireland"
414,Fionas Bar,53.8617381,-7.320852200000001,"Flat 1, Upper Main St, Tonylion, Kilnaleck, Co. Cavan, Ireland"
416,Lisgrey House,53.8656741,-7.1159091,"Lisgrey Cross, Lisgrea, Virginia, Co. Cavan, Ireland"
418,Eamons Piano Bar,54.2909805,-7.874738299999999,"An Bonnán Buí Way, Tuam, Blacklion, Co. Cavan, Ireland"
419,Smyths Bar,53.8617381,-7.320852200000001,"Flat 1, Upper Main St, Tonylion, Kilnaleck, Co. Cavan, Ireland"
420,Fitzpatrick's,53.8731771,-7.534035899999999,"Loch Gowna Main street, Cavan, Ireland"
422,The Benjam Inn,53.9160804,-6.9695699,"Main St, Tanderagee, Bailieborough, Co. Cavan, Ireland"
425,Mcnamee's,53.19923439999999,-8.5646653,"H62 XW92, 12 Bride St, Loughrea, Co. Galway, Ireland"
428,Yukon Bar,54.1018527,-7.4417381,"Holborn Hill, Corporation Lands, Belturbet, Co. Cavan, Ireland"
429,Micsin's,53.77693840000001,-7.5012256000000015,"Granard, Co. Longford, Ireland"
430,The Crow's Nest,54.1170495,-7.5828785,"R205, Doon, Co. Cavan, Ireland"
431,The Flying Saucer,54.0651612,-7.3358655,"18 Main St, Drumliff, Belturbet, Co. Cavan, H14 TP48, Ireland"
433,Mcbrides,53.8644256,-7.207211000000001,"Market St, Cornahilt, Ballyjamesduff, Co. Cavan, Ireland"
439,Melrose Inn,54.1900831,-8.015435,"Dowra, Co. Leitrim, Ireland"
442,The Porterhouse,53.9049519,-6.8047508,"Main St, Lisasturrin, Kingscourt, Co. Cavan, Ireland"
443,The Abbey Bar,53.9896178,-7.363390099999999,"Coleman Road, Abbeyland, Cavan, Ireland"
444,The Keepers Arms,54.1205097,-7.676627,"Corrasmongan, Bawnboy, Co. Cavan, Ireland"
445,Smyths Bar,52.6640553,-8.622281,"Denmark St, Limerick, V94 K6WH, Ireland"
446,M Tubridy,52.701926,-9.419027,"Main Street, Cooraclare, Co. Clare, Ireland"
448,Knoxs,52.8449404,-8.9823711,"18 Abbey St, Lifford, Ennis, Co. IE, V95 AX83, Ireland"
450,O'connors Bar,53.012567,-9.386521000000002,"Fisher St, Ballyvara, Doolin, Co. Clare, V95 FY67, Ireland"
451,The Fergus Inn,52.789468,-8.915143,"Latoon North, Newmarket on Fergus, Co. Clare, Ireland"
454,Michael A's,52.8557587,-9.4007728,"Main St, Leagard North, Co. Clare, Ireland"
455,The Hunter's Lodge,52.760713,-8.896323899999999,"Ennis road, Newmarket-on-Fergus, Co. Clare, Ireland"
456,Burke's Armada Hotel,52.8451737,-9.4365209,"Spanish Point, Miltown Malbay, Co. Clare, Ireland"
458,Murphy's,52.679947,-9.646246,"Dough, Kilkee, Co. Clare, Ireland"
460,Rathbaun Hotel,53.0289,-9.289748999999999,"Main St, Rathbaun, Lisdoonvarna, Co. Clare, Ireland"
461,The Daggers,52.712892,-8.6038898,"Parkroe, Co. Clare, Ireland"
463,The Corner Bar,52.8436107,-8.9869072,"74 Parnell St, Clonroad Beg, Ennis, Co. Clare, Ireland"
464,The Half Barrell,52.9518694,-8.3719086,"Whitegate, Lakyle, Whitegate, Co. Clare, Ireland"
466,Gallaghers Seafood Restaurant,52.699105,-8.816455999999999,"Bunratty West, Bunratty, Co. Clare, Ireland"
474,Gallahers Bar,53.2750808,-7.491415,"Church St, Tullamore, Co. Offaly, Ireland"
475,The Gallows Inn,51.8926277,-8.4813385,"160 Bandon Rd, The Lough, Cork, T12 TH22, Ireland"
477,The Blacksticks Bar,52.8622301,-8.6524366,"Silvergrove, Co. Clare, Ireland"
482,Lucas Bar,52.8436107,-8.9869072,"74 Parnell St, Clonroad Beg, Ennis, Co. Clare, Ireland"
483,Setrights Tavern,52.6940383,-8.758062899999999,"Laghile, Co. Clare, Ireland"
486,Supervalue,52.86747800000001,-8.7575519,"Main St, Tulla, Clare, Ireland"
487,Tir Na Nóg,52.6924765,-9.2254726,"Carrowreagh East, Cranny, Co. Clare, Ireland"
488,The Creamery Bar And Restaurant,52.6964371,-8.813104899999999,"Old Bunratty Rd, Bunratty West, Bunratty, Co. Clare, V95 CC85, Ireland"
489,Auburn Lodge Hotel,52.865538,-8.9811858,"Gort Rd, Ballycorey, Ennis, Co. Clare, Ireland"
493,Navins Bar,52.8147284,-8.9660315,"Barrack St, Clare Commons, Clarecastle, Co. Clare, Ireland"
